1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00
6.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00
7.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00
1.300000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00
1.400000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00
1.500000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00
1.700000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00
1.800000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00
1.900000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00
2.100000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00
2.200000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.300000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00
2.400000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.600000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.700000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.800000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00
3.100000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00
3.200000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
3.300000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00
3.400000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
3.600000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00
3.700000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,1.400000000000000000e+01,1.425402611606950813e+03
3.900000000000000000e+01,9.000000000000000000e+00,1.408099785912558218e+03
4.000000000000000000e+01,1.100000000000000000e+01,1.382396395080010279e+03
4.100000000000000000e+01,8.000000000000000000e+00,1.426741285070520462e+03
4.200000000000000000e+01,1.400000000000000000e+01,1.336333216848488973e+03
4.300000000000000000e+01,9.000000000000000000e+00,1.386690680984537721e+03
4.400000000000000000e+01,1.200000000000000000e+01,1.291807063072033316e+03
4.500000000000000000e+01,9.000000000000000000e+00,1.239373499442541743e+03
4.600000000000000000e+01,1.900000000000000000e+01,1.213664444681525765e+03
4.700000000000000000e+01,1.300000000000000000e+01,1.064164356986918847e+03
4.800000000000000000e+01,6.000000000000000000e+00,1.203910951051509301e+03
4.900000000000000000e+01,2.100000000000000000e+01,1.276339471945063451e+03
5.000000000000000000e+01,2.200000000000000000e+01,1.281035604513725502e+03
5.100000000000000000e+01,8.000000000000000000e+00,1.191594158244762184e+03
5.200000000000000000e+01,1.000000000000000000e+01,1.265544709939470522e+03
5.300000000000000000e+01,7.000000000000000000e+00,1.147237888955810831e+03
5.400000000000000000e+01,1.300000000000000000e+01,1.242705997829581975e+03
5.500000000000000000e+01,1.100000000000000000e+01,9.478842683976060925e+02
5.600000000000000000e+01,6.000000000000000000e+00,1.131934024656804240e+03
5.700000000000000000e+01,5.000000000000000000e+00,1.093182568228899981e+03
5.800000000000000000e+01,7.000000000000000000e+00,1.085860705309133664e+03
5.900000000000000000e+01,1.000000000000000000e+01,1.125737375659796271e+03
6.000000000000000000e+01,1.100000000000000000e+01,1.009380018435408601e+03
6.100000000000000000e+01,8.000000000000000000e+00,1.104633086914545402e+03
6.200000000000000000e+01,1.200000000000000000e+01,1.186435430597353616e+03
6.300000000000000000e+01,1.400000000000000000e+01,9.305684956180455174e+02
6.400000000000000000e+01,1.100000000000000000e+01,9.169054681961852111e+02
6.500000000000000000e+01,8.000000000000000000e+00,8.256301578789009454e+02
6.600000000000000000e+01,1.100000000000000000e+01,9.102727971093083852e+02
6.700000000000000000e+01,1.500000000000000000e+01,7.975650873901515752e+02
6.800000000000000000e+01,1.200000000000000000e+01,1.036971078831972136e+03
6.900000000000000000e+01,1.400000000000000000e+01,8.168265756263659796e+02
7.000000000000000000e+01,2.700000000000000000e+01,9.670560937381935673e+02
7.100000000000000000e+01,1.200000000000000000e+01,9.888052171303269233e+02
7.200000000000000000e+01,1.500000000000000000e+01,8.928010643017153143e+02
7.300000000000000000e+01,1.300000000000000000e+01,8.017428848521143436e+02
7.400000000000000000e+01,2.200000000000000000e+01,7.898398210949285385e+02
7.500000000000000000e+01,1.100000000000000000e+01,6.607432696840519384e+02
7.600000000000000000e+01,1.400000000000000000e+01,8.499966091172129836e+02
7.700000000000000000e+01,1.100000000000000000e+01,7.291945965846191484e+02
7.800000000000000000e+01,1.300000000000000000e+01,8.079276018025656185e+02
