1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.200000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00
1.400000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00
1.500000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00
1.600000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00
1.700000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00
1.900000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.100000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00
2.200000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.300000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.400000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00
2.500000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00
2.600000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.700000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00
2.800000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00
2.900000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
3.100000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
3.200000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00
3.300000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
3.400000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00
3.600000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00
3.700000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
3.800000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00
4.200000000000000000e+01,1.300000000000000000e+01,9.964914421135504199e+02
4.300000000000000000e+01,1.000000000000000000e+01,9.798663611472572939e+02
4.400000000000000000e+01,9.000000000000000000e+00,9.901674160603533892e+02
4.500000000000000000e+01,1.100000000000000000e+01,9.499674645351874460e+02
4.600000000000000000e+01,9.000000000000000000e+00,9.274308916815068642e+02
4.700000000000000000e+01,1.500000000000000000e+01,9.333453844403813946e+02
4.800000000000000000e+01,1.200000000000000000e+01,9.267050336901502305e+02
4.900000000000000000e+01,9.000000000000000000e+00,9.064798745164716820e+02
5.000000000000000000e+01,1.100000000000000000e+01,9.101831647387818975e+02
5.100000000000000000e+01,1.200000000000000000e+01,8.923214840676107542e+02
5.200000000000000000e+01,1.000000000000000000e+01,8.580491755614332305e+02
5.300000000000000000e+01,1.300000000000000000e+01,8.906974736603970086e+02
5.400000000000000000e+01,1.400000000000000000e+01,8.425114003913569150e+02
5.500000000000000000e+01,1.400000000000000000e+01,8.473167204678397866e+02
5.600000000000000000e+01,1.600000000000000000e+01,8.534924912027817072e+02
5.700000000000000000e+01,1.200000000000000000e+01,8.182321154142689466e+02
5.800000000000000000e+01,1.200000000000000000e+01,7.911540673257999288e+02
5.900000000000000000e+01,1.000000000000000000e+01,8.323921742967716000e+02
6.000000000000000000e+01,8.000000000000000000e+00,7.574000103523960661e+02
6.100000000000000000e+01,1.000000000000000000e+01,7.748023175573124490e+02
6.200000000000000000e+01,1.600000000000000000e+01,7.641272296874115000e+02
6.300000000000000000e+01,7.000000000000000000e+00,7.798921845137633682e+02
6.400000000000000000e+01,1.000000000000000000e+01,7.550809726585590624e+02
6.500000000000000000e+01,8.000000000000000000e+00,7.353993012869823360e+02
6.600000000000000000e+01,1.400000000000000000e+01,7.229647579189355611e+02
6.700000000000000000e+01,9.000000000000000000e+00,7.766761442899723988e+02
6.800000000000000000e+01,1.100000000000000000e+01,7.334451016287648599e+02
6.900000000000000000e+01,1.000000000000000000e+01,7.050482085508295995e+02
7.000000000000000000e+01,8.000000000000000000e+00,7.849374568497656810e+02
7.100000000000000000e+01,1.100000000000000000e+01,7.357014644909140770e+02
7.200000000000000000e+01,1.000000000000000000e+01,6.280708591723575864e+02
7.300000000000000000e+01,1.000000000000000000e+01,6.811439999134074696e+02
7.400000000000000000e+01,7.000000000000000000e+00,6.410434177120345112e+02
7.500000000000000000e+01,8.000000000000000000e+00,7.281614698215098542e+02
7.600000000000000000e+01,9.000000000000000000e+00,7.222368318623027790e+02
7.700000000000000000e+01,1.000000000000000000e+01,6.631291858243989736e+02
7.800000000000000000e+01,1.100000000000000000e+01,5.440296908958313225e+02
